Orthogroup	balsam	canaan	fraser
OG0137614			FraserFir109226
OG0137615			FraserFir109238
OG0137616			FraserFir109239
OG0137617			FraserFir109241
OG0137618			FraserFir109245
OG0137619			FraserFir109247
OG0137620			FraserFir109257
OG0137621			FraserFir109260
OG0137622			FraserFir109261
OG0137623			FraserFir109280
OG0137624			FraserFir109289
OG0137625			FraserFir109302
OG0137626			FraserFir109309
OG0137627			FraserFir109314
OG0137628			FraserFir109318
OG0137629			FraserFir109319
OG0137630			FraserFir109320
OG0137631			FraserFir109327
OG0137632			FraserFir109329
OG0137633			FraserFir109337
OG0137634			FraserFir109341
OG0137635			FraserFir109343
OG0137636			FraserFir109360
OG0137637			FraserFir109369
OG0137638			FraserFir109370
OG0137639			FraserFir109372
OG0137640			FraserFir109373
OG0137641			FraserFir109380
OG0137642			FraserFir109394
OG0137643			FraserFir109400
OG0137644			FraserFir109404
OG0137645			FraserFir109405
OG0137646			FraserFir109409
OG0137647			FraserFir109410
OG0137648			FraserFir109414
OG0137649			FraserFir109416
OG0137650			FraserFir109425
OG0137651			FraserFir109429
OG0137652			FraserFir109430
OG0137653			FraserFir109431
OG0137654			FraserFir109437
OG0137655			FraserFir109441
OG0137656			FraserFir109444
OG0137657			FraserFir109445
OG0137658			FraserFir109447
OG0137659			FraserFir109461
OG0137660			FraserFir109463
OG0137661			FraserFir109467
OG0137662			FraserFir109468
OG0137663			FraserFir109475
OG0137664			FraserFir109476
OG0137665			FraserFir109482
OG0137666			FraserFir109487
OG0137667			FraserFir109489
OG0137668			FraserFir109490
OG0137669			FraserFir109501
OG0137670			FraserFir109502
OG0137671			FraserFir109503
OG0137672			FraserFir109504
OG0137673			FraserFir109506
OG0137674			FraserFir109518
OG0137675			FraserFir109531
OG0137676			FraserFir109537
OG0137677			FraserFir109544
OG0137678			FraserFir109549
OG0137679			FraserFir109556
OG0137680			FraserFir109564
OG0137681			FraserFir109588
OG0137682			FraserFir109597
OG0137683			FraserFir109602
OG0137684			FraserFir109607
OG0137685			FraserFir109612
OG0137686			FraserFir109620
OG0137687			FraserFir109621
OG0137688			FraserFir109633
OG0137689			FraserFir109636
OG0137690			FraserFir109639
OG0137691			FraserFir109643
OG0137692			FraserFir109652
OG0137693			FraserFir109660
OG0137694			FraserFir109665
OG0137695			FraserFir109668
OG0137696			FraserFir109672
OG0137697			FraserFir109678
OG0137698			FraserFir109681
OG0137699			FraserFir109686
OG0137700			FraserFir109687
OG0137701			FraserFir109688
OG0137702			FraserFir109689
OG0137703			FraserFir109691
OG0137704			FraserFir109692
OG0137705			FraserFir109712
OG0137706			FraserFir109713
OG0137707			FraserFir109720
OG0137708			FraserFir109721
OG0137709			FraserFir109723
OG0137710			FraserFir109734
OG0137711			FraserFir109738
OG0137712			FraserFir109745
OG0137713			FraserFir109746
OG0137714			FraserFir109757
OG0137715			FraserFir109760
OG0137716			FraserFir109767
OG0137717			FraserFir109770
OG0137718			FraserFir109772
OG0137719			FraserFir109776
OG0137720			FraserFir109778
OG0137721			FraserFir109780
OG0137722			FraserFir109781
OG0137723			FraserFir109787
OG0137724			FraserFir109794
OG0137725			FraserFir109795
OG0137726			FraserFir109809
OG0137727			FraserFir109810
OG0137728			FraserFir109814
OG0137729			FraserFir109824
OG0137730			FraserFir109827
OG0137731			FraserFir109833
OG0137732			FraserFir109835
OG0137733			FraserFir109841
OG0137734			FraserFir109865
OG0137735			FraserFir109867
OG0137736			FraserFir109869
OG0137737			FraserFir109883
OG0137738			FraserFir109886
OG0137739			FraserFir109891
OG0137740			FraserFir109892
OG0137741			FraserFir109893
OG0137742			FraserFir109909
OG0137743			FraserFir109922
OG0137744			FraserFir109926
OG0137745			FraserFir109945
OG0137746			FraserFir109955
OG0137747			FraserFir109959
OG0137748			FraserFir109963
OG0137749			FraserFir109964
OG0137750			FraserFir109973
OG0137751			FraserFir109984
OG0137752			FraserFir109985
OG0137753			FraserFir109986
OG0137754			FraserFir109991
OG0137755			FraserFir110007
OG0137756			FraserFir110010
OG0137757			FraserFir110018
OG0137758			FraserFir110021
OG0137759			FraserFir110022
OG0137760			FraserFir110025
OG0137761			FraserFir110027
OG0137762			FraserFir110037
OG0137763			FraserFir110040
OG0137764			FraserFir110048
OG0137765			FraserFir110052
OG0137766			FraserFir110053
OG0137767			FraserFir110055
OG0137768			FraserFir110066
OG0137769			FraserFir110067
OG0137770			FraserFir110071
OG0137771			FraserFir110073
OG0137772			FraserFir110075
OG0137773			FraserFir110076
OG0137774			FraserFir110079
OG0137775			FraserFir110081
OG0137776			FraserFir110086
OG0137777			FraserFir110095
OG0137778			FraserFir110101
OG0137779			FraserFir110102
OG0137780			FraserFir110103
OG0137781			FraserFir110105
OG0137782			FraserFir110115
OG0137783			FraserFir110117
OG0137784			FraserFir110120
OG0137785			FraserFir110125
OG0137786			FraserFir110129
OG0137787			FraserFir110143
OG0137788			FraserFir110146
OG0137789			FraserFir110147
OG0137790			FraserFir110148
OG0137791			FraserFir110150
OG0137792			FraserFir110170
OG0137793			FraserFir110178
OG0137794			FraserFir110188
OG0137795			FraserFir110198
OG0137796			FraserFir110203
OG0137797			FraserFir110206
OG0137798			FraserFir110207
OG0137799			FraserFir110208
OG0137800			FraserFir110222
OG0137801			FraserFir110224
OG0137802			FraserFir110226
OG0137803			FraserFir110228
OG0137804			FraserFir110230
OG0137805			FraserFir110234
OG0137806			FraserFir110235
OG0137807			FraserFir110250
OG0137808			FraserFir110252
OG0137809			FraserFir110254
OG0137810			FraserFir110265
OG0137811			FraserFir110269
OG0137812			FraserFir110270
OG0137813			FraserFir110272
OG0137814			FraserFir110274
OG0137815			FraserFir110276
OG0137816			FraserFir110277
OG0137817			FraserFir110284
OG0137818			FraserFir110296
OG0137819			FraserFir110312
OG0137820			FraserFir110313
OG0137821			FraserFir110314
OG0137822			FraserFir110325
OG0137823			FraserFir110338
OG0137824			FraserFir110347
OG0137825			FraserFir110358
OG0137826			FraserFir110362
OG0137827			FraserFir110363
OG0137828			FraserFir110365
OG0137829			FraserFir110369
OG0137830			FraserFir110377
OG0137831			FraserFir110382
OG0137832			FraserFir110391
OG0137833			FraserFir110404
OG0137834			FraserFir110408
OG0137835			FraserFir110416
OG0137836			FraserFir110419
OG0137837			FraserFir110421
OG0137838			FraserFir110433
OG0137839			FraserFir110434
OG0137840			FraserFir110435
OG0137841			FraserFir110440
OG0137842			FraserFir110442
OG0137843			FraserFir110454
OG0137844			FraserFir110455
OG0137845			FraserFir110459
OG0137846			FraserFir110468
OG0137847			FraserFir110470
OG0137848			FraserFir110471
OG0137849			FraserFir110482
OG0137850			FraserFir110492
OG0137851			FraserFir110498
OG0137852			FraserFir110502
OG0137853			FraserFir110514
OG0137854			FraserFir110517
OG0137855			FraserFir110521
OG0137856			FraserFir110523
OG0137857			FraserFir110527
OG0137858			FraserFir110528
OG0137859			FraserFir110529
OG0137860			FraserFir110540
OG0137861			FraserFir110542
OG0137862			FraserFir110549
OG0137863			FraserFir110553
OG0137864			FraserFir110554
OG0137865			FraserFir110558
OG0137866			FraserFir110565
OG0137867			FraserFir110567
OG0137868			FraserFir110582
OG0137869			FraserFir110593
OG0137870			FraserFir110599
OG0137871			FraserFir110602
OG0137872			FraserFir110609
OG0137873			FraserFir110622
OG0137874			FraserFir110623
OG0137875			FraserFir110625
OG0137876			FraserFir110635
OG0137877			FraserFir110640
OG0137878			FraserFir110661
OG0137879			FraserFir110666
OG0137880			FraserFir110693
OG0137881			FraserFir110697
OG0137882			FraserFir110698
OG0137883			FraserFir110701
OG0137884			FraserFir110713
OG0137885			FraserFir110733
OG0137886			FraserFir110736
OG0137887			FraserFir110739
OG0137888			FraserFir110753
OG0137889			FraserFir110754
OG0137890			FraserFir110755
OG0137891			FraserFir110760
OG0137892			FraserFir110775
OG0137893			FraserFir110780
OG0137894			FraserFir110781
OG0137895			FraserFir110787
OG0137896			FraserFir110792
OG0137897			FraserFir110798
OG0137898			FraserFir110803
OG0137899			FraserFir110808
OG0137900			FraserFir110809
OG0137901			FraserFir110817
OG0137902			FraserFir110823
OG0137903			FraserFir110830
OG0137904			FraserFir110843
OG0137905			FraserFir110844
OG0137906			FraserFir110845
OG0137907			FraserFir110850
OG0137908			FraserFir110857
OG0137909			FraserFir110858
OG0137910			FraserFir110867
OG0137911			FraserFir110876
OG0137912			FraserFir110878
OG0137913			FraserFir110920
OG0137914			FraserFir110921
OG0137915			FraserFir110924
OG0137916			FraserFir110935
OG0137917			FraserFir110937
OG0137918			FraserFir110940
OG0137919			FraserFir110942
OG0137920			FraserFir110950
OG0137921			FraserFir110957
OG0137922			FraserFir110959
OG0137923			FraserFir110971
OG0137924			FraserFir110972
OG0137925			FraserFir110998
OG0137926			FraserFir111005
OG0137927			FraserFir111015
OG0137928			FraserFir111018
OG0137929			FraserFir111021
OG0137930			FraserFir111024
OG0137931			FraserFir111029
OG0137932			FraserFir111034
OG0137933			FraserFir111042
OG0137934			FraserFir111043
OG0137935			FraserFir111048
OG0137936			FraserFir111054
OG0137937			FraserFir111062
OG0137938			FraserFir111075
OG0137939			FraserFir111078
OG0137940			FraserFir111080
OG0137941			FraserFir111081
OG0137942			FraserFir111098
OG0137943			FraserFir111099
OG0137944			FraserFir111103
OG0137945			FraserFir111104
OG0137946			FraserFir111111
OG0137947			FraserFir111113
OG0137948			FraserFir111114
OG0137949			FraserFir111118
OG0137950			FraserFir111119
OG0137951			FraserFir111123
OG0137952			FraserFir111140
OG0137953			FraserFir111142
OG0137954			FraserFir111147
OG0137955			FraserFir111150
OG0137956			FraserFir111154
OG0137957			FraserFir111158
OG0137958			FraserFir111159
OG0137959			FraserFir111160
OG0137960			FraserFir111163
OG0137961			FraserFir111178
OG0137962			FraserFir111182
OG0137963			FraserFir111184
OG0137964			FraserFir111186
OG0137965			FraserFir111192
OG0137966			FraserFir111196
OG0137967			FraserFir111209
OG0137968			FraserFir111210
OG0137969			FraserFir111216
OG0137970			FraserFir111222
OG0137971			FraserFir111233
OG0137972			FraserFir111235
OG0137973			FraserFir111240
OG0137974			FraserFir111253
OG0137975			FraserFir111256
OG0137976			FraserFir111263
OG0137977			FraserFir111268
OG0137978			FraserFir111271
OG0137979			FraserFir111277
OG0137980			FraserFir111284
OG0137981			FraserFir111286
OG0137982			FraserFir111297
OG0137983			FraserFir111309
OG0137984			FraserFir111320
OG0137985			FraserFir111327
OG0137986			FraserFir111335
OG0137987			FraserFir111344
OG0137988			FraserFir111360
OG0137989			FraserFir111367
OG0137990			FraserFir111374
OG0137991			FraserFir111391
OG0137992			FraserFir111392
OG0137993			FraserFir111404
OG0137994			FraserFir111409
OG0137995			FraserFir111413
OG0137996			FraserFir111416
OG0137997			FraserFir111418
OG0137998			FraserFir111419
OG0137999			FraserFir111421
OG0138000			FraserFir111426
OG0138001			FraserFir111429
OG0138002			FraserFir111432
OG0138003			FraserFir111435
OG0138004			FraserFir111447
OG0138005			FraserFir111449
OG0138006			FraserFir111461
OG0138007			FraserFir111464
OG0138008			FraserFir111476
OG0138009			FraserFir111477
OG0138010			FraserFir111486
OG0138011			FraserFir111488
OG0138012			FraserFir111490
OG0138013			FraserFir111492
OG0138014			FraserFir111504
OG0138015			FraserFir111508
OG0138016			FraserFir111509
OG0138017			FraserFir111513
OG0138018			FraserFir111514
OG0138019			FraserFir111515
OG0138020			FraserFir111521
OG0138021			FraserFir111522
OG0138022			FraserFir111563
OG0138023			FraserFir111569
OG0138024			FraserFir111570
OG0138025			FraserFir111571
OG0138026			FraserFir111574
OG0138027			FraserFir111587
OG0138028			FraserFir111598
OG0138029			FraserFir111608
OG0138030			FraserFir111617
OG0138031			FraserFir111618
OG0138032			FraserFir111627
OG0138033			FraserFir111639
OG0138034			FraserFir111642
OG0138035			FraserFir111643
OG0138036			FraserFir111646
OG0138037			FraserFir111651
OG0138038			FraserFir111661
OG0138039			FraserFir111672
OG0138040			FraserFir111674
OG0138041			FraserFir111687
OG0138042			FraserFir111692
OG0138043			FraserFir111704
OG0138044			FraserFir111713
OG0138045			FraserFir111720
OG0138046			FraserFir111726
OG0138047			FraserFir111727
OG0138048			FraserFir111730
OG0138049			FraserFir111740
OG0138050			FraserFir111746
OG0138051			FraserFir111760
OG0138052			FraserFir111762
OG0138053			FraserFir111765
OG0138054			FraserFir111768
OG0138055			FraserFir111774
OG0138056			FraserFir111776
OG0138057			FraserFir111777
OG0138058			FraserFir111778
OG0138059			FraserFir111779
OG0138060			FraserFir111796
OG0138061			FraserFir111797
OG0138062			FraserFir111803
OG0138063			FraserFir111804
OG0138064			FraserFir111824
OG0138065			FraserFir111836
OG0138066			FraserFir111841
OG0138067			FraserFir111843
OG0138068			FraserFir111868
OG0138069			FraserFir111880
OG0138070			FraserFir111881
OG0138071			FraserFir111883
OG0138072			FraserFir111892
OG0138073			FraserFir111896
OG0138074			FraserFir111900
OG0138075			FraserFir111910
OG0138076			FraserFir111911
OG0138077			FraserFir111914
OG0138078			FraserFir111923
OG0138079			FraserFir111925
OG0138080			FraserFir111938
OG0138081			FraserFir111940
OG0138082			FraserFir111943
OG0138083			FraserFir111949
OG0138084			FraserFir111966
OG0138085			FraserFir111969
OG0138086			FraserFir111973
OG0138087			FraserFir111975
OG0138088			FraserFir111978
OG0138089			FraserFir111982
OG0138090			FraserFir111985
OG0138091			FraserFir111988
OG0138092			FraserFir111992
OG0138093			FraserFir111993
OG0138094			FraserFir111994
OG0138095			FraserFir111997
OG0138096			FraserFir112000
OG0138097			FraserFir112004
OG0138098			FraserFir112015
OG0138099			FraserFir112018
OG0138100			FraserFir112025
OG0138101			FraserFir112027
OG0138102			FraserFir112032
OG0138103			FraserFir112035
OG0138104			FraserFir112039
OG0138105			FraserFir112046
OG0138106			FraserFir112054
OG0138107			FraserFir112057
OG0138108			FraserFir112063
OG0138109			FraserFir112068
OG0138110			FraserFir112071
OG0138111			FraserFir112079
OG0138112			FraserFir112081
OG0138113			FraserFir112092
OG0138114			FraserFir112114
OG0138115			FraserFir112117
OG0138116			FraserFir112123
OG0138117			FraserFir112127
OG0138118			FraserFir112132
OG0138119			FraserFir112137
OG0138120			FraserFir112152
OG0138121			FraserFir112155
OG0138122			FraserFir112156
OG0138123			FraserFir112165
OG0138124			FraserFir112180
OG0138125			FraserFir112184
OG0138126			FraserFir112188
OG0138127			FraserFir112200
OG0138128			FraserFir112204
OG0138129			FraserFir112211
OG0138130			FraserFir112213
OG0138131			FraserFir112215
OG0138132			FraserFir112219
OG0138133			FraserFir112221
OG0138134			FraserFir112222
OG0138135			FraserFir112224
OG0138136			FraserFir112234
OG0138137			FraserFir112235
OG0138138			FraserFir112237
OG0138139			FraserFir112241
OG0138140			FraserFir112242
OG0138141			FraserFir112248
OG0138142			FraserFir112261
OG0138143			FraserFir112275
OG0138144			FraserFir112276
OG0138145			FraserFir112278
OG0138146			FraserFir112284
OG0138147			FraserFir112287
OG0138148			FraserFir112288
OG0138149			FraserFir112299
OG0138150			FraserFir112306
OG0138151			FraserFir112310
OG0138152			FraserFir112313
OG0138153			FraserFir112316
OG0138154			FraserFir112322
OG0138155			FraserFir112326
OG0138156			FraserFir112331
OG0138157			FraserFir112333
OG0138158			FraserFir112343
OG0138159			FraserFir112345
OG0138160			FraserFir112352
OG0138161			FraserFir112364
OG0138162			FraserFir112373
OG0138163			FraserFir112374
OG0138164			FraserFir112376
OG0138165			FraserFir112380
OG0138166			FraserFir112386
OG0138167			FraserFir112389
OG0138168			FraserFir112390
OG0138169			FraserFir112392
OG0138170			FraserFir112422
OG0138171			FraserFir112423
OG0138172			FraserFir112425
OG0138173			FraserFir112431
OG0138174			FraserFir112433
OG0138175			FraserFir112437
OG0138176			FraserFir112439
OG0138177			FraserFir112440
OG0138178			FraserFir112445
OG0138179			FraserFir112448
OG0138180			FraserFir112451
OG0138181			FraserFir112460
OG0138182			FraserFir112464
OG0138183			FraserFir112465
OG0138184			FraserFir112467
OG0138185			FraserFir112468
OG0138186			FraserFir112477
OG0138187			FraserFir112488
OG0138188			FraserFir112491
OG0138189			FraserFir112500
OG0138190			FraserFir112501
OG0138191			FraserFir112503
OG0138192			FraserFir112507
OG0138193			FraserFir112512
OG0138194			FraserFir112524
OG0138195			FraserFir112527
OG0138196			FraserFir112528
OG0138197			FraserFir112532
OG0138198			FraserFir112533
OG0138199			FraserFir112537
OG0138200			FraserFir112542
OG0138201			FraserFir112544
OG0138202			FraserFir112547
OG0138203			FraserFir112556
OG0138204			FraserFir112565
OG0138205			FraserFir112578
OG0138206			FraserFir112588
OG0138207			FraserFir112591
OG0138208			FraserFir112592
OG0138209			FraserFir112600
OG0138210			FraserFir112605
OG0138211			FraserFir112615
OG0138212			FraserFir112616
OG0138213			FraserFir112619
OG0138214			FraserFir112624
OG0138215			FraserFir112630
OG0138216			FraserFir112634
OG0138217			FraserFir112638
OG0138218			FraserFir112644
OG0138219			FraserFir112650
OG0138220			FraserFir112656
OG0138221			FraserFir112661
OG0138222			FraserFir112667
OG0138223			FraserFir112675
OG0138224			FraserFir112677
OG0138225			FraserFir112678
OG0138226			FraserFir112681
OG0138227			FraserFir112686
OG0138228			FraserFir112687
OG0138229			FraserFir112691
OG0138230			FraserFir112702
OG0138231			FraserFir112707
OG0138232			FraserFir112709
OG0138233			FraserFir112714
OG0138234			FraserFir112715
OG0138235			FraserFir112716
OG0138236			FraserFir112720
OG0138237			FraserFir112729
OG0138238			FraserFir112730
OG0138239			FraserFir112737
OG0138240			FraserFir112742
OG0138241			FraserFir112744
OG0138242			FraserFir112759
OG0138243			FraserFir112768
OG0138244			FraserFir112771
OG0138245			FraserFir112776
OG0138246			FraserFir112780
OG0138247			FraserFir112786
OG0138248			FraserFir112790
OG0138249			FraserFir112802
OG0138250			FraserFir112807
OG0138251			FraserFir112810
OG0138252			FraserFir112834
OG0138253			FraserFir112838
OG0138254			FraserFir112855
OG0138255			FraserFir112857
OG0138256			FraserFir112865
OG0138257			FraserFir112873
OG0138258			FraserFir112877
OG0138259			FraserFir112883
OG0138260			FraserFir112884
OG0138261			FraserFir112904
OG0138262			FraserFir112905
OG0138263			FraserFir112922
OG0138264			FraserFir112931
OG0138265			FraserFir112938
OG0138266			FraserFir112954
OG0138267			FraserFir112955
OG0138268			FraserFir112969
OG0138269			FraserFir112974
OG0138270			FraserFir112975
OG0138271			FraserFir112989
OG0138272			FraserFir112990
OG0138273			FraserFir112993
OG0138274			FraserFir113001
OG0138275			FraserFir113007
OG0138276			FraserFir113010
OG0138277			FraserFir113013
OG0138278			FraserFir113018
OG0138279			FraserFir113020
OG0138280			FraserFir113040
OG0138281			FraserFir113043
OG0138282			FraserFir113050
OG0138283			FraserFir113058
OG0138284			FraserFir113060
OG0138285			FraserFir113061
OG0138286			FraserFir113062
OG0138287			FraserFir113064
OG0138288			FraserFir113066
OG0138289			FraserFir113083
OG0138290			FraserFir113084
OG0138291			FraserFir113097
OG0138292			FraserFir113101
OG0138293			FraserFir113113
OG0138294			FraserFir113116
OG0138295			FraserFir113127
OG0138296			FraserFir113129
OG0138297			FraserFir113132
OG0138298			FraserFir113136
OG0138299			FraserFir113137
OG0138300			FraserFir113144
OG0138301			FraserFir113157
OG0138302			FraserFir113162
OG0138303			FraserFir113166
OG0138304			FraserFir113168
OG0138305			FraserFir113186
OG0138306			FraserFir113189
OG0138307			FraserFir113191
OG0138308			FraserFir113194
OG0138309			FraserFir113197
OG0138310			FraserFir113199
OG0138311			FraserFir113210
OG0138312			FraserFir113213
OG0138313			FraserFir113218
OG0138314			FraserFir113222
OG0138315			FraserFir113224
OG0138316			FraserFir113226
OG0138317			FraserFir113231
OG0138318			FraserFir113239
OG0138319			FraserFir113244
OG0138320			FraserFir113245
OG0138321			FraserFir113250
OG0138322			FraserFir113271
OG0138323			FraserFir113277
OG0138324			FraserFir113283
OG0138325			FraserFir113286
OG0138326			FraserFir113288
OG0138327			FraserFir113305
OG0138328			FraserFir113312
OG0138329			FraserFir113315
OG0138330			FraserFir113317
OG0138331			FraserFir113325
OG0138332			FraserFir113326
OG0138333			FraserFir113329
OG0138334			FraserFir113335
OG0138335			FraserFir113348
OG0138336			FraserFir113354
OG0138337			FraserFir113362
OG0138338			FraserFir113363
OG0138339			FraserFir113368
OG0138340			FraserFir113373
OG0138341			FraserFir113376
OG0138342			FraserFir113378
OG0138343			FraserFir113380
OG0138344			FraserFir113384
OG0138345			FraserFir113391
OG0138346			FraserFir113395
OG0138347			FraserFir113396
OG0138348			FraserFir113403
OG0138349			FraserFir113411
OG0138350			FraserFir113423
OG0138351			FraserFir113434
OG0138352			FraserFir113437
OG0138353			FraserFir113438
OG0138354			FraserFir113449
OG0138355			FraserFir113453
OG0138356			FraserFir113469
OG0138357			FraserFir113471
OG0138358			FraserFir113474
OG0138359			FraserFir113482
OG0138360			FraserFir113486
OG0138361			FraserFir113491
OG0138362			FraserFir113495
OG0138363			FraserFir113496
OG0138364			FraserFir113503
OG0138365			FraserFir113504
OG0138366			FraserFir113508
OG0138367			FraserFir113511
OG0138368			FraserFir113522
OG0138369			FraserFir113523
OG0138370			FraserFir113535
OG0138371			FraserFir113549
OG0138372			FraserFir113561
OG0138373			FraserFir113566
OG0138374			FraserFir113568
OG0138375			FraserFir113570
OG0138376			FraserFir113571
OG0138377			FraserFir113579
OG0138378			FraserFir113580
OG0138379			FraserFir113583
OG0138380			FraserFir113591
OG0138381			FraserFir113593
OG0138382			FraserFir113612
OG0138383			FraserFir113615
OG0138384			FraserFir113619
OG0138385			FraserFir113620
OG0138386			FraserFir113621
OG0138387			FraserFir113638
OG0138388			FraserFir113648
OG0138389			FraserFir113654
OG0138390			FraserFir113663
OG0138391			FraserFir113664
OG0138392			FraserFir113668
OG0138393			FraserFir113676
OG0138394			FraserFir113677
OG0138395			FraserFir113680
OG0138396			FraserFir113681
OG0138397			FraserFir113688
OG0138398			FraserFir113712
OG0138399			FraserFir113713
OG0138400			FraserFir113720
OG0138401			FraserFir113727
OG0138402			FraserFir113730
OG0138403			FraserFir113732
OG0138404			FraserFir113737
OG0138405			FraserFir113746
OG0138406			FraserFir113749
OG0138407			FraserFir113750
OG0138408			FraserFir113757
OG0138409			FraserFir113762
OG0138410			FraserFir113769
OG0138411			FraserFir113777
OG0138412			FraserFir113784
OG0138413			FraserFir113787
OG0138414			FraserFir113789
OG0138415			FraserFir113790
OG0138416			FraserFir113799
OG0138417			FraserFir113801
OG0138418			FraserFir113804
OG0138419			FraserFir113816
OG0138420			FraserFir113821
OG0138421			FraserFir113843
OG0138422			FraserFir113845
OG0138423			FraserFir113848
OG0138424			FraserFir113851
OG0138425			FraserFir113855
OG0138426			FraserFir113856
OG0138427			FraserFir113859
OG0138428			FraserFir113861
OG0138429			FraserFir113866
OG0138430			FraserFir113867
OG0138431			FraserFir113870
OG0138432			FraserFir113872
OG0138433			FraserFir113883
OG0138434			FraserFir113885
OG0138435			FraserFir113898
OG0138436			FraserFir113900
OG0138437			FraserFir113901
OG0138438			FraserFir113910
OG0138439			FraserFir113915
OG0138440			FraserFir113919
OG0138441			FraserFir113920
OG0138442			FraserFir113921
OG0138443			FraserFir113923
OG0138444			FraserFir113935
OG0138445			FraserFir113941
OG0138446			FraserFir113942
OG0138447			FraserFir113944
OG0138448			FraserFir113945
OG0138449			FraserFir113946
OG0138450			FraserFir113957
OG0138451			FraserFir113981
OG0138452			FraserFir113984
OG0138453			FraserFir113994
OG0138454			FraserFir113996
OG0138455			FraserFir114000
OG0138456			FraserFir114010
OG0138457			FraserFir114014
OG0138458			FraserFir114017
OG0138459			FraserFir114020
OG0138460			FraserFir114023
OG0138461			FraserFir114024
OG0138462			FraserFir114030
OG0138463			FraserFir114032
OG0138464			FraserFir114037
OG0138465			FraserFir114039
OG0138466			FraserFir114040
OG0138467			FraserFir114048
OG0138468			FraserFir114061
OG0138469			FraserFir114063
OG0138470			FraserFir114065
OG0138471			FraserFir114067
OG0138472			FraserFir114072
OG0138473			FraserFir114076
OG0138474			FraserFir114082
OG0138475			FraserFir114085
OG0138476			FraserFir114091
OG0138477			FraserFir114092
OG0138478			FraserFir114099
OG0138479			FraserFir114111
OG0138480			FraserFir114128
OG0138481			FraserFir114133
OG0138482			FraserFir114144
OG0138483			FraserFir114148
OG0138484			FraserFir114151
OG0138485			FraserFir114157
OG0138486			FraserFir114164
OG0138487			FraserFir114169
OG0138488			FraserFir114187
OG0138489			FraserFir114204
OG0138490			FraserFir114208
OG0138491			FraserFir114222
OG0138492			FraserFir114229
OG0138493			FraserFir114237
OG0138494			FraserFir114246
OG0138495			FraserFir114249
OG0138496			FraserFir114251
OG0138497			FraserFir114263
OG0138498			FraserFir114267
OG0138499			FraserFir114274
OG0138500			FraserFir114295
OG0138501			FraserFir114296
OG0138502			FraserFir114299
OG0138503			FraserFir114301
OG0138504			FraserFir114303
OG0138505			FraserFir114307
OG0138506			FraserFir114310
OG0138507			FraserFir114332
OG0138508			FraserFir114340
OG0138509			FraserFir114341
OG0138510			FraserFir114342
OG0138511			FraserFir114349
OG0138512			FraserFir114364
OG0138513			FraserFir114376
OG0138514			FraserFir114377
OG0138515			FraserFir114383
OG0138516			FraserFir114388
OG0138517			FraserFir114390
OG0138518			FraserFir114398
OG0138519			FraserFir114403
OG0138520			FraserFir114406
OG0138521			FraserFir114414
OG0138522			FraserFir114427
OG0138523			FraserFir114432
OG0138524			FraserFir114438
OG0138525			FraserFir114441
OG0138526			FraserFir114451
OG0138527			FraserFir114457
OG0138528			FraserFir114462
OG0138529			FraserFir114475
OG0138530			FraserFir114478
OG0138531			FraserFir114497
OG0138532			FraserFir114498
OG0138533			FraserFir114505
OG0138534			FraserFir114506
OG0138535			FraserFir114509
OG0138536			FraserFir114527
OG0138537			FraserFir114530
OG0138538			FraserFir114532
OG0138539			FraserFir114536
OG0138540			FraserFir114545
OG0138541			FraserFir114546
OG0138542			FraserFir114547
OG0138543			FraserFir114553
OG0138544			FraserFir114554
OG0138545			FraserFir114563
OG0138546			FraserFir114570
OG0138547			FraserFir114572
OG0138548			FraserFir114573
OG0138549			FraserFir114577
OG0138550			FraserFir114580
OG0138551			FraserFir114603
OG0138552			FraserFir114605
OG0138553			FraserFir114630
OG0138554			FraserFir114631
OG0138555			FraserFir114632
OG0138556			FraserFir114635
OG0138557			FraserFir114641
OG0138558			FraserFir114642
OG0138559			FraserFir114645
OG0138560			FraserFir114647
OG0138561			FraserFir114651
OG0138562			FraserFir114662
OG0138563			FraserFir114669
OG0138564			FraserFir114678
OG0138565			FraserFir114679
OG0138566			FraserFir114683
OG0138567			FraserFir114707
OG0138568			FraserFir114708
OG0138569			FraserFir114710
OG0138570			FraserFir114712
OG0138571			FraserFir114715
OG0138572			FraserFir114722
OG0138573			FraserFir114728
OG0138574			FraserFir114729
OG0138575			FraserFir114731
OG0138576			FraserFir114742
OG0138577			FraserFir114743
OG0138578			FraserFir114745
OG0138579			FraserFir114749
OG0138580			FraserFir114752
OG0138581			FraserFir114754
OG0138582			FraserFir114759
OG0138583			FraserFir114763
OG0138584			FraserFir114768
OG0138585			FraserFir114769
OG0138586			FraserFir114777
OG0138587			FraserFir114780
OG0138588			FraserFir114782
OG0138589			FraserFir114783
OG0138590			FraserFir114785
OG0138591			FraserFir114787
OG0138592			FraserFir114795
OG0138593			FraserFir114802
OG0138594			FraserFir114804
OG0138595			FraserFir114806
OG0138596			FraserFir114808
OG0138597			FraserFir114829
OG0138598			FraserFir114830
OG0138599			FraserFir114834
OG0138600			FraserFir114849
OG0138601			FraserFir114851
OG0138602			FraserFir114858
OG0138603			FraserFir114860
OG0138604			FraserFir114868
OG0138605			FraserFir114877
OG0138606			FraserFir114884
OG0138607			FraserFir114885
OG0138608			FraserFir114896
OG0138609			FraserFir114900
OG0138610			FraserFir114901
OG0138611			FraserFir114905
